Delivery_ID,Order_ID,Courier_Partner,Delivery_Days,Delivery_Status
670,ORD100670,Delhivery,6,Delivered
671,ORD100671,Blue Dart,7,Delivered
672,ORD100672,DTDC,2,Delivered
673,ORD100673,Ekart,3,Delivered
674,ORD100674,XpressBees,4,In Transit
675,ORD100675,Delhivery,5,Delivered
676,ORD100676,Blue Dart,6,Delivered
677,ORD100677,DTDC,7,Delivered
678,ORD100678,Ekart,2,Delivered
679,ORD100679,XpressBees,3,In Transit
680,ORD100680,Delhivery,4,Delivered
681,ORD100681,Blue Dart,5,Delivered
682,ORD100682,DTDC,6,Delivered
683,ORD100683,Ekart,7,Delivered
684,ORD100684,XpressBees,2,In Transit
685,ORD100685,Delhivery,3,Delivered
686,ORD100686,Blue Dart,4,Delivered
687,ORD100687,DTDC,5,Delivered
688,ORD100688,Ekart,6,Delivered
689,ORD100689,XpressBees,7,In Transit
690,ORD100690,Delhivery,2,Delivered
691,ORD100691,Blue Dart,3,Delivered
692,ORD100692,DTDC,4,Delivered
693,ORD100693,Ekart,5,Delivered
694,ORD100694,XpressBees,6,In Transit
695,ORD100695,Delhivery,7,Delivered
696,ORD100696,Blue Dart,2,Delivered
697,ORD100697,DTDC,3,Delivered
698,ORD100698,Ekart,4,Delivered
699,ORD100699,XpressBees,5,In Transit
700,ORD100700,Delhivery,6,Delivered
701,ORD100701,Blue Dart,7,Delivered
702,ORD100702,DTDC,2,Delivered
703,ORD100703,Ekart,3,Delivered
704,ORD100704,XpressBees,4,In Transit
705,ORD100705,Delhivery,5,Delivered
706,ORD100706,Blue Dart,6,Delivered
707,ORD100707,DTDC,7,Delivered
708,ORD100708,Ekart,2,Delivered
709,ORD100709,XpressBees,3,In Transit
710,ORD100710,Delhivery,4,Delivered
711,ORD100711,Blue Dart,5,Delivered
712,ORD100712,DTDC,6,Delivered
713,ORD100713,Ekart,7,Delivered
714,ORD100714,XpressBees,2,In Transit
715,ORD100715,Delhivery,3,Delivered
716,ORD100716,Blue Dart,4,Delivered
717,ORD100717,DTDC,5,Delivered
718,ORD100718,Ekart,6,Delivered
719,ORD100719,XpressBees,7,In Transit
720,ORD100720,Delhivery,2,Delivered
721,ORD100721,Blue Dart,3,Delivered
722,ORD100722,DTDC,4,Delivered
723,ORD100723,Ekart,5,Delivered
724,ORD100724,XpressBees,6,In Transit
725,ORD100725,Delhivery,7,Delivered
726,ORD100726,Blue Dart,2,Delivered
727,ORD100727,DTDC,3,Delivered
728,ORD100728,Ekart,4,Delivered
729,ORD100729,XpressBees,5,In Transit
730,ORD100730,Delhivery,6,Delivered
731,ORD100731,Blue Dart,7,Delivered
732,ORD100732,DTDC,2,Delivered
733,ORD100733,Ekart,3,Delivered
734,ORD100734,XpressBees,4,In Transit
735,ORD100735,Delhivery,5,Delivered
736,ORD100736,Blue Dart,6,Delivered
737,ORD100737,DTDC,7,Delivered
738,ORD100738,Ekart,2,Delivered
739,ORD100739,XpressBees,3,In Transit
740,ORD100740,Delhivery,4,Delivered
741,ORD100741,Blue Dart,5,Delivered
742,ORD100742,DTDC,6,Delivered
743,ORD100743,Ekart,7,Delivered
744,ORD100744,XpressBees,2,In Transit
745,ORD100745,Delhivery,3,Delivered
746,ORD100746,Blue Dart,4,Delivered
747,ORD100747,DTDC,5,Delivered
748,ORD100748,Ekart,6,Delivered
749,ORD100749,XpressBees,7,In Transit
750,ORD100750,Delhivery,2,Delivered
751,ORD100751,Blue Dart,3,Delivered
752,ORD100752,DTDC,4,Delivered
753,ORD100753,Ekart,5,Delivered
754,ORD100754,XpressBees,6,In Transit
755,ORD100755,Delhivery,7,Delivered
756,ORD100756,Blue Dart,2,Delivered
757,ORD100757,DTDC,3,Delivered
758,ORD100758,Ekart,4,Delivered
759,ORD100759,XpressBees,5,In Transit
760,ORD100760,Delhivery,6,Delivered
761,ORD100761,Blue Dart,7,Delivered
762,ORD100762,DTDC,2,Delivered
763,ORD100763,Ekart,3,Delivered
764,ORD100764,XpressBees,4,In Transit
765,ORD100765,Delhivery,5,Delivered
766,ORD100766,Blue Dart,6,Delivered
767,ORD100767,DTDC,7,Delivered
768,ORD100768,Ekart,2,Delivered
769,ORD100769,XpressBees,3,In Transit
770,ORD100770,Delhivery,4,Delivered
771,ORD100771,Blue Dart,5,Delivered
772,ORD100772,DTDC,6,Delivered
773,ORD100773,Ekart,7,Delivered
774,ORD100774,XpressBees,2,In Transit
775,ORD100775,Delhivery,3,Delivered
776,ORD100776,Blue Dart,4,Delivered
777,ORD100777,DTDC,5,Delivered
778,ORD100778,Ekart,6,Delivered
779,ORD100779,XpressBees,7,In Transit
780,ORD100780,Delhivery,2,Delivered
781,ORD100781,Blue Dart,3,Delivered
782,ORD100782,DTDC,4,Delivered
783,ORD100783,Ekart,5,Delivered
784,ORD100784,XpressBees,6,In Transit
785,ORD100785,Delhivery,7,Delivered
786,ORD100786,Blue Dart,2,Delivered
787,ORD100787,DTDC,3,Delivered
788,ORD100788,Ekart,4,Delivered
789,ORD100789,XpressBees,5,In Transit
790,ORD100790,Delhivery,6,Delivered
791,ORD100791,Blue Dart,7,Delivered
792,ORD100792,DTDC,2,Delivered
793,ORD100793,Ekart,3,Delivered
794,ORD100794,XpressBees,4,In Transit
795,ORD100795,Delhivery,5,Delivered
796,ORD100796,Blue Dart,6,Delivered
797,ORD100797,DTDC,7,Delivered
798,ORD100798,Ekart,2,Delivered
799,ORD100799,XpressBees,3,In Transit
800,ORD100800,Delhivery,4,Delivered
801,ORD100801,Blue Dart,5,Delivered
802,ORD100802,DTDC,6,Delivered
803,ORD100803,Ekart,7,Delivered
804,ORD100804,XpressBees,2,In Transit
805,ORD100805,Delhivery,3,Delivered
806,ORD100806,Blue Dart,4,Delivered
807,ORD100807,DTDC,5,Delivered
808,ORD100808,Ekart,6,Delivered
809,ORD100809,XpressBees,7,In Transit
810,ORD100810,Delhivery,2,Delivered
811,ORD100811,Blue Dart,3,Delivered
812,ORD100812,DTDC,4,Delivered
813,ORD100813,Ekart,5,Delivered
814,ORD100814,XpressBees,6,In Transit
815,ORD100815,Delhivery,7,Delivered
816,ORD100816,Blue Dart,2,Delivered
817,ORD100817,DTDC,3,Delivered
818,ORD100818,Ekart,4,Delivered
819,ORD100819,XpressBees,5,In Transit
820,ORD100820,Delhivery,6,Delivered
821,ORD100821,Blue Dart,7,Delivered
822,ORD100822,DTDC,2,Delivered
823,ORD100823,Ekart,3,Delivered
824,ORD100824,XpressBees,4,In Transit
825,ORD100825,Delhivery,5,Delivered
826,ORD100826,Blue Dart,6,Delivered
827,ORD100827,DTDC,7,Delivered
828,ORD100828,Ekart,2,Delivered
829,ORD100829,XpressBees,3,In Transit
830,ORD100830,Delhivery,4,Delivered
831,ORD100831,Blue Dart,5,Delivered
832,ORD100832,DTDC,6,Delivered
833,ORD100833,Ekart,7,Delivered
834,ORD100834,XpressBees,2,In Transit
835,ORD100835,Delhivery,3,Delivered
836,ORD100836,Blue Dart,4,Delivered
837,ORD100837,DTDC,5,Delivered
838,ORD100838,Ekart,6,Delivered
839,ORD100839,XpressBees,7,In Transit
840,ORD100840,Delhivery,2,Delivered
841,ORD100841,Blue Dart,3,Delivered
842,ORD100842,DTDC,4,Delivered
843,ORD100843,Ekart,5,Delivered
844,ORD100844,XpressBees,6,In Transit
845,ORD100845,Delhivery,7,Delivered
846,ORD100846,Blue Dart,2,Delivered
847,ORD100847,DTDC,3,Delivered
848,ORD100848,Ekart,4,Delivered
849,ORD100849,XpressBees,5,In Transit
850,ORD100850,Delhivery,6,Delivered
851,ORD100851,Blue Dart,7,Delivered
852,ORD100852,DTDC,2,Delivered
853,ORD100853,Ekart,3,Delivered
854,ORD100854,XpressBees,4,In Transit
855,ORD100855,Delhivery,5,Delivered
856,ORD100856,Blue Dart,6,Delivered
857,ORD100857,DTDC,7,Delivered
858,ORD100858,Ekart,2,Delivered
859,ORD100859,XpressBees,3,In Transit
860,ORD100860,Delhivery,4,Delivered
861,ORD100861,Blue Dart,5,Delivered
862,ORD100862,DTDC,6,Delivered
863,ORD100863,Ekart,7,Delivered
864,ORD100864,XpressBees,2,In Transit
865,ORD100865,Delhivery,3,Delivered
866,ORD100866,Blue Dart,4,Delivered
867,ORD100867,DTDC,5,Delivered
868,ORD100868,Ekart,6,Delivered
869,ORD100869,XpressBees,7,In Transit
870,ORD100870,Delhivery,2,Delivered
871,ORD100871,Blue Dart,3,Delivered
872,ORD100872,DTDC,4,Delivered
873,ORD100873,Ekart,5,Delivered
874,ORD100874,XpressBees,6,In Transit
875,ORD100875,Delhivery,7,Delivered
876,ORD100876,Blue Dart,2,Delivered
877,ORD100877,DTDC,3,Delivered
878,ORD100878,Ekart,4,Delivered
879,ORD100879,XpressBees,5,In Transit
880,ORD100880,Delhivery,6,Delivered
881,ORD100881,Blue Dart,7,Delivered
882,ORD100882,DTDC,2,Delivered
883,ORD100883,Ekart,3,Delivered
884,ORD100884,XpressBees,4,In Transit
885,ORD100885,Delhivery,5,Delivered
886,ORD100886,Blue Dart,6,Delivered
887,ORD100887,DTDC,7,Delivered
888,ORD100888,Ekart,2,Delivered
889,ORD100889,XpressBees,3,In Transit
890,ORD100890,Delhivery,4,Delivered
891,ORD100891,Blue Dart,5,Delivered
892,ORD100892,DTDC,6,Delivered
893,ORD100893,Ekart,7,Delivered
894,ORD100894,XpressBees,2,In Transit
895,ORD100895,Delhivery,3,Delivered
896,ORD100896,Blue Dart,4,Delivered
897,ORD100897,DTDC,5,Delivered
898,ORD100898,Ekart,6,Delivered
899,ORD100899,XpressBees,7,In Transit
900,ORD100900,Delhivery,2,Delivered
901,ORD100901,Blue Dart,3,Delivered
902,ORD100902,DTDC,4,Delivered
903,ORD100903,Ekart,5,Delivered
904,ORD100904,XpressBees,6,In Transit
905,ORD100905,Delhivery,7,Delivered
906,ORD100906,Blue Dart,2,Delivered
907,ORD100907,DTDC,3,Delivered
908,ORD100908,Ekart,4,Delivered
909,ORD100909,XpressBees,5,In Transit
910,ORD100910,Delhivery,6,Delivered
911,ORD100911,Blue Dart,7,Delivered
912,ORD100912,DTDC,2,Delivered
913,ORD100913,Ekart,3,Delivered
914,ORD100914,XpressBees,4,In Transit
915,ORD100915,Delhivery,5,Delivered
916,ORD100916,Blue Dart,6,Delivered
917,ORD100917,DTDC,7,Delivered
918,ORD100918,Ekart,2,Delivered
919,ORD100919,XpressBees,3,In Transit
920,ORD100920,Delhivery,4,Delivered
921,ORD100921,Blue Dart,5,Delivered
922,ORD100922,DTDC,6,Delivered
923,ORD100923,Ekart,7,Delivered
924,ORD100924,XpressBees,2,In Transit
925,ORD100925,Delhivery,3,Delivered
926,ORD100926,Blue Dart,4,Delivered
927,ORD100927,DTDC,5,Delivered
928,ORD100928,Ekart,6,Delivered
929,ORD100929,XpressBees,7,In Transit
930,ORD100930,Delhivery,2,Delivered
931,ORD100931,Blue Dart,3,Delivered
932,ORD100932,DTDC,4,Delivered
933,ORD100933,Ekart,5,Delivered
934,ORD100934,XpressBees,6,In Transit
935,ORD100935,Delhivery,7,Delivered
936,ORD100936,Blue Dart,2,Delivered
937,ORD100937,DTDC,3,Delivered
938,ORD100938,Ekart,4,Delivered
939,ORD100939,XpressBees,5,In Transit
940,ORD100940,Delhivery,6,Delivered
941,ORD100941,Blue Dart,7,Delivered
942,ORD100942,DTDC,2,Delivered
943,ORD100943,Ekart,3,Delivered
944,ORD100944,XpressBees,4,In Transit
945,ORD100945,Delhivery,5,Delivered
946,ORD100946,Blue Dart,6,Delivered
947,ORD100947,DTDC,7,Delivered
948,ORD100948,Ekart,2,Delivered
949,ORD100949,XpressBees,3,In Transit
950,ORD100950,Delhivery,4,Delivered
951,ORD100951,Blue Dart,5,Delivered
952,ORD100952,DTDC,6,Delivered
953,ORD100953,Ekart,7,Delivered
954,ORD100954,XpressBees,2,In Transit
955,ORD100955,Delhivery,3,Delivered
956,ORD100956,Blue Dart,4,Delivered
957,ORD100957,DTDC,5,Delivered
958,ORD100958,Ekart,6,Delivered
959,ORD100959,XpressBees,7,In Transit
960,ORD100960,Delhivery,2,Delivered
961,ORD100961,Blue Dart,3,Delivered
962,ORD100962,DTDC,4,Delivered
963,ORD100963,Ekart,5,Delivered
964,ORD100964,XpressBees,6,In Transit
965,ORD100965,Delhivery,7,Delivered
966,ORD100966,Blue Dart,2,Delivered
967,ORD100967,DTDC,3,Delivered
968,ORD100968,Ekart,4,Delivered
969,ORD100969,XpressBees,5,In Transit
970,ORD100970,Delhivery,6,Delivered
971,ORD100971,Blue Dart,7,Delivered
972,ORD100972,DTDC,2,Delivered
973,ORD100973,Ekart,3,Delivered
974,ORD100974,XpressBees,4,In Transit
975,ORD100975,Delhivery,5,Delivered
976,ORD100976,Blue Dart,6,Delivered
977,ORD100977,DTDC,7,Delivered
978,ORD100978,Ekart,2,Delivered
979,ORD100979,XpressBees,3,In Transit
980,ORD100980,Delhivery,4,Delivered
981,ORD100981,Blue Dart,5,Delivered
982,ORD100982,DTDC,6,Delivered
983,ORD100983,Ekart,7,Delivered
984,ORD100984,XpressBees,2,In Transit
985,ORD100985,Delhivery,3,Delivered
986,ORD100986,Blue Dart,4,Delivered
987,ORD100987,DTDC,5,Delivered
988,ORD100988,Ekart,6,Delivered
989,ORD100989,XpressBees,7,In Transit
990,ORD100990,Delhivery,2,Delivered
991,ORD100991,Blue Dart,3,Delivered
992,ORD100992,DTDC,4,Delivered
993,ORD100993,Ekart,5,Delivered
994,ORD100994,XpressBees,6,In Transit
995,ORD100995,Delhivery,7,Delivered
996,ORD100996,Blue Dart,2,Delivered
997,ORD100997,DTDC,3,Delivered
998,ORD100998,Ekart,4,Delivered
999,ORD100999,XpressBees,5,In Transit
1000,ORD101000,Delhivery,6,Delivered
1001,ORD101001,Blue Dart,7,Delivered
1002,ORD101002,DTDC,2,Delivered
1003,ORD101003,Ekart,3,Delivered
1004,ORD101004,XpressBees,4,In Transit
1005,ORD101005,Delhivery,5,Delivered
1006,ORD101006,Blue Dart,6,Delivered
1007,ORD101007,DTDC,7,Delivered
1008,ORD101008,Ekart,2,Delivered
1009,ORD101009,XpressBees,3,In Transit
1010,ORD101010,Delhivery,4,Delivered
1011,ORD101011,Blue Dart,5,Delivered
1012,ORD101012,DTDC,6,Delivered
1013,ORD101013,Ekart,7,Delivered
1014,ORD101014,XpressBees,2,In Transit
1015,ORD101015,Delhivery,3,Delivered
1016,ORD101016,Blue Dart,4,Delivered
1017,ORD101017,DTDC,5,Delivered
1018,ORD101018,Ekart,6,Delivered
1019,ORD101019,XpressBees,7,In Transit
1020,ORD101020,Delhivery,2,Delivered
1021,ORD101021,Blue Dart,3,Delivered
1022,ORD101022,DTDC,4,Delivered
1023,ORD101023,Ekart,5,Delivered
1024,ORD101024,XpressBees,6,In Transit
1025,ORD101025,Delhivery,7,Delivered
1026,ORD101026,Blue Dart,2,Delivered
1027,ORD101027,DTDC,3,Delivered
1028,ORD101028,Ekart,4,Delivered
1029,ORD101029,XpressBees,5,In Transit
1030,ORD101030,Delhivery,6,Delivered
1031,ORD101031,Blue Dart,7,Delivered
1032,ORD101032,DTDC,2,Delivered
1033,ORD101033,Ekart,3,Delivered
1034,ORD101034,XpressBees,4,In Transit
1035,ORD101035,Delhivery,5,Delivered
1036,ORD101036,Blue Dart,6,Delivered
1037,ORD101037,DTDC,7,Delivered
1038,ORD101038,Ekart,2,Delivered
1039,ORD101039,XpressBees,3,In Transit
1040,ORD101040,Delhivery,4,Delivered
1041,ORD101041,Blue Dart,5,Delivered
1042,ORD101042,DTDC,6,Delivered
1043,ORD101043,Ekart,7,Delivered
1044,ORD101044,XpressBees,2,In Transit
1045,ORD101045,Delhivery,3,Delivered
1046,ORD101046,Blue Dart,4,Delivered
1047,ORD101047,DTDC,5,Delivered
1048,ORD101048,Ekart,6,Delivered
1049,ORD101049,XpressBees,7,In Transit
1050,ORD101050,Delhivery,2,Delivered
1051,ORD101051,Blue Dart,3,Delivered
1052,ORD101052,DTDC,4,Delivered
1053,ORD101053,Ekart,5,Delivered
1054,ORD101054,XpressBees,6,In Transit
1055,ORD101055,Delhivery,7,Delivered
1056,ORD101056,Blue Dart,2,Delivered
1057,ORD101057,DTDC,3,Delivered
1058,ORD101058,Ekart,4,Delivered
1059,ORD101059,XpressBees,5,In Transit
1060,ORD101060,Delhivery,6,Delivered
1061,ORD101061,Blue Dart,7,Delivered
1062,ORD101062,DTDC,2,Delivered
1063,ORD101063,Ekart,3,Delivered
1064,ORD101064,XpressBees,4,In Transit
1065,ORD101065,Delhivery,5,Delivered
1066,ORD101066,Blue Dart,6,Delivered
1067,ORD101067,DTDC,7,Delivered
1068,ORD101068,Ekart,2,Delivered
1069,ORD101069,XpressBees,3,In Transit
1070,ORD101070,Delhivery,4,Delivered
1071,ORD101071,Blue Dart,5,Delivered
1072,ORD101072,DTDC,6,Delivered
1073,ORD101073,Ekart,7,Delivered
1074,ORD101074,XpressBees,2,In Transit
1075,ORD101075,Delhivery,3,Delivered
1076,ORD101076,Blue Dart,4,Delivered
1077,ORD101077,DTDC,5,Delivered
1078,ORD101078,Ekart,6,Delivered
1079,ORD101079,XpressBees,7,In Transit
1080,ORD101080,Delhivery,2,Delivered
1081,ORD101081,Blue Dart,3,Delivered
1082,ORD101082,DTDC,4,Delivered
1083,ORD101083,Ekart,5,Delivered
1084,ORD101084,XpressBees,6,In Transit
1085,ORD101085,Delhivery,7,Delivered
1086,ORD101086,Blue Dart,2,Delivered
1087,ORD101087,DTDC,3,Delivered
1088,ORD101088,Ekart,4,Delivered
1089,ORD101089,XpressBees,5,In Transit
1090,ORD101090,Delhivery,6,Delivered
1091,ORD101091,Blue Dart,7,Delivered
1092,ORD101092,DTDC,2,Delivered
1093,ORD101093,Ekart,3,Delivered
1094,ORD101094,XpressBees,4,In Transit
1095,ORD101095,Delhivery,5,Delivered
1096,ORD101096,Blue Dart,6,Delivered
1097,ORD101097,DTDC,7,Delivered
1098,ORD101098,Ekart,2,Delivered
1099,ORD101099,XpressBees,3,In Transit
1100,ORD101100,Delhivery,4,Delivered
1101,ORD101101,Blue Dart,5,Delivered
1102,ORD101102,DTDC,6,Delivered
1103,ORD101103,Ekart,7,Delivered
1104,ORD101104,XpressBees,2,In Transit
1105,ORD101105,Delhivery,3,Delivered
1106,ORD101106,Blue Dart,4,Delivered
1107,ORD101107,DTDC,5,Delivered
1108,ORD101108,Ekart,6,Delivered
1109,ORD101109,XpressBees,7,In Transit
1110,ORD101110,Delhivery,2,Delivered
1111,ORD101111,Blue Dart,3,Delivered
1112,ORD101112,DTDC,4,Delivered
1113,ORD101113,Ekart,5,Delivered
1114,ORD101114,XpressBees,6,In Transit
1115,ORD101115,Delhivery,7,Delivered
1116,ORD101116,Blue Dart,2,Delivered
1117,ORD101117,DTDC,3,Delivered
1118,ORD101118,Ekart,4,Delivered
1119,ORD101119,XpressBees,5,In Transit
1120,ORD101120,Delhivery,6,Delivered
1121,ORD101121,Blue Dart,7,Delivered
1122,ORD101122,DTDC,2,Delivered
1123,ORD101123,Ekart,3,Delivered
1124,ORD101124,XpressBees,4,In Transit
1125,ORD101125,Delhivery,5,Delivered
1126,ORD101126,Blue Dart,6,Delivered
1127,ORD101127,DTDC,7,Delivered
1128,ORD101128,Ekart,2,Delivered
1129,ORD101129,XpressBees,3,In Transit
1130,ORD101130,Delhivery,4,Delivered
1131,ORD101131,Blue Dart,5,Delivered
1132,ORD101132,DTDC,6,Delivered
1133,ORD101133,Ekart,7,Delivered
1134,ORD101134,XpressBees,2,In Transit
1135,ORD101135,Delhivery,3,Delivered
1136,ORD101136,Blue Dart,4,Delivered
1137,ORD101137,DTDC,5,Delivered
1138,ORD101138,Ekart,6,Delivered
1139,ORD101139,XpressBees,7,In Transit
1140,ORD101140,Delhivery,2,Delivered
1141,ORD101141,Blue Dart,3,Delivered
1142,ORD101142,DTDC,4,Delivered
1143,ORD101143,Ekart,5,Delivered
1144,ORD101144,XpressBees,6,In Transit
1145,ORD101145,Delhivery,7,Delivered
1146,ORD101146,Blue Dart,2,Delivered
1147,ORD101147,DTDC,3,Delivered
1148,ORD101148,Ekart,4,Delivered
1149,ORD101149,XpressBees,5,In Transit
1150,ORD101150,Delhivery,6,Delivered
1151,ORD101151,Blue Dart,7,Delivered
1152,ORD101152,DTDC,2,Delivered
1153,ORD101153,Ekart,3,Delivered
1154,ORD101154,XpressBees,4,In Transit
1155,ORD101155,Delhivery,5,Delivered
1156,ORD101156,Blue Dart,6,Delivered
1157,ORD101157,DTDC,7,Delivered
1158,ORD101158,Ekart,2,Delivered
1159,ORD101159,XpressBees,3,In Transit
1160,ORD101160,Delhivery,4,Delivered
1161,ORD101161,Blue Dart,5,Delivered
1162,ORD101162,DTDC,6,Delivered
1163,ORD101163,Ekart,7,Delivered
1164,ORD101164,XpressBees,2,In Transit
1165,ORD101165,Delhivery,3,Delivered
1166,ORD101166,Blue Dart,4,Delivered
1167,ORD101167,DTDC,5,Delivered
1168,ORD101168,Ekart,6,Delivered
1169,ORD101169,XpressBees,7,In Transit
1170,ORD101170,Delhivery,2,Delivered
1171,ORD101171,Blue Dart,3,Delivered
1172,ORD101172,DTDC,4,Delivered
1173,ORD101173,Ekart,5,Delivered
1174,ORD101174,XpressBees,6,In Transit
1175,ORD101175,Delhivery,7,Delivered
1176,ORD101176,Blue Dart,2,Delivered
1177,ORD101177,DTDC,3,Delivered
1178,ORD101178,Ekart,4,Delivered
1179,ORD101179,XpressBees,5,In Transit
1180,ORD101180,Delhivery,6,Delivered
1181,ORD101181,Blue Dart,7,Delivered
1182,ORD101182,DTDC,2,Delivered
1183,ORD101183,Ekart,3,Delivered
1184,ORD101184,XpressBees,4,In Transit
1185,ORD101185,Delhivery,5,Delivered
1186,ORD101186,Blue Dart,6,Delivered
1187,ORD101187,DTDC,7,Delivered
1188,ORD101188,Ekart,2,Delivered
1189,ORD101189,XpressBees,3,In Transit
1190,ORD101190,Delhivery,4,Delivered
1191,ORD101191,Blue Dart,5,Delivered
1192,ORD101192,DTDC,6,Delivered
1193,ORD101193,Ekart,7,Delivered
1194,ORD101194,XpressBees,2,In Transit
1195,ORD101195,Delhivery,3,Delivered
1196,ORD101196,Blue Dart,4,Delivered
1197,ORD101197,DTDC,5,Delivered
1198,ORD101198,Ekart,6,Delivered
1199,ORD101199,XpressBees,7,In Transit
1200,ORD101200,Delhivery,2,Delivered
1201,ORD101201,Blue Dart,3,Delivered
1202,ORD101202,DTDC,4,Delivered
1203,ORD101203,Ekart,5,Delivered
1204,ORD101204,XpressBees,6,In Transit
1205,ORD101205,Delhivery,7,Delivered
1206,ORD101206,Blue Dart,2,Delivered
1207,ORD101207,DTDC,3,Delivered
1208,ORD101208,Ekart,4,Delivered
1209,ORD101209,XpressBees,5,In Transit
1210,ORD101210,Delhivery,6,Delivered
1211,ORD101211,Blue Dart,7,Delivered
1212,ORD101212,DTDC,2,Delivered
1213,ORD101213,Ekart,3,Delivered
1214,ORD101214,XpressBees,4,In Transit
1215,ORD101215,Delhivery,5,Delivered
1216,ORD101216,Blue Dart,6,Delivered
1217,ORD101217,DTDC,7,Delivered
1218,ORD101218,Ekart,2,Delivered
1219,ORD101219,XpressBees,3,In Transit
1220,ORD101220,Delhivery,4,Delivered
1221,ORD101221,Blue Dart,5,Delivered
1222,ORD101222,DTDC,6,Delivered
1223,ORD101223,Ekart,7,Delivered
1224,ORD101224,XpressBees,2,In Transit
1225,ORD101225,Delhivery,3,Delivered
1226,ORD101226,Blue Dart,4,Delivered
1227,ORD101227,DTDC,5,Delivered
1228,ORD101228,Ekart,6,Delivered
1229,ORD101229,XpressBees,7,In Transit
1230,ORD101230,Delhivery,2,Delivered
1231,ORD101231,Blue Dart,3,Delivered
1232,ORD101232,DTDC,4,Delivered
1233,ORD101233,Ekart,5,Delivered
1234,ORD101234,XpressBees,6,In Transit
1235,ORD101235,Delhivery,7,Delivered
1236,ORD101236,Blue Dart,2,Delivered
1237,ORD101237,DTDC,3,Delivered
1238,ORD101238,Ekart,4,Delivered
1239,ORD101239,XpressBees,5,In Transit
1240,ORD101240,Delhivery,6,Delivered
1241,ORD101241,Blue Dart,7,Delivered
1242,ORD101242,DTDC,2,Delivered
1243,ORD101243,Ekart,3,Delivered
1244,ORD101244,XpressBees,4,In Transit
1245,ORD101245,Delhivery,5,Delivered
1246,ORD101246,Blue Dart,6,Delivered
1247,ORD101247,DTDC,7,Delivered
1248,ORD101248,Ekart,2,Delivered
1249,ORD101249,XpressBees,3,In Transit
1250,ORD101250,Delhivery,4,Delivered
1251,ORD101251,Blue Dart,5,Delivered
1252,ORD101252,DTDC,6,Delivered
1253,ORD101253,Ekart,7,Delivered
1254,ORD101254,XpressBees,2,In Transit
1255,ORD101255,Delhivery,3,Delivered
1256,ORD101256,Blue Dart,4,Delivered
1257,ORD101257,DTDC,5,Delivered
1258,ORD101258,Ekart,6,Delivered
1259,ORD101259,XpressBees,7,In Transit
